;date;tweets;transaction_fee;transaction_value;number_of_transaction;blocksize;blocktime;marketcap;price;gas_limit;cny_usd;eur_usd;jpy_usd;gold;Oil;Nasdaq;btc_price
2121;5/1/22;43575;44,189;6516;1249628;87221;0,223;4,48E+11;3763;30031454;0,1571;1,1313;0,8611;1.825,10;77,47;15.100,17;43569.0033476498
2122;6/1/22;58642;37,767;7724;1212495;84717;0,225;4,08E+11;3428;30033176;0,1566;1,1291;0,8632;1.789,20;78,88;15.080,86;43160.9284196054
2123;7/1/22;58591;40,769;7148;1188490;86750;0,224;3,85E+11;3232;30032875;0,1568;1,1359;0,8652;1.797,40;78,44;14.935,90;41557.9011609709
2124;8/1/22;49460;31,782;3894;1183873;90893;0,221;3,77E+11;3167;30031198;0,1568;1,1359;0,8652;1.797,40;78,44;14.935,90;41733.9430988926
2125;9/1/22;51462;43,165;2947;1108322;98869;0,221;3,73E+11;3134;30032959;0,1568;1,1359;0,8652;1.797,40;78,44;14.935,90;41911.6015363357
2126;10/1/22;45707;52,464;4673;1233195;94968;0,224;3,69E+11;3099;30032263;0,1568;1,1324;0,8678;1.798,80;77,7;14.942,83;41821.2631390031
2127;11/1/22;46960;45,322;4056;1277649;94105;0,221;3,75E+11;3148;30030890;0,1569;1,1364;0,8673;1.818,50;80,67;15.153,45;42735.8541195077
2128;12/1/22;46873;50,112;4645;1283346;85405;0,223;3,93E+11;3299;30034071;0,1573;1,1442;0,8723;1.827,30;82,02;15.188,39;43949.1006867819
2129;13/1/22;45455;42,661;5346;1282921;89632;0,224;3,96E+11;3325;30033890;0,1572;1,1453;0,8756;1.821,40;81,62;14.806,81;42591.5722580306
2130;14/1/22;47726;50,117;4449;1218460;90602;0,224;3,9E+11;3272;30032216;0,1574;1,1414;0,8754;1.816,50;83,3;14.893,75;43099.6998283297
2131;15/1/22;52578;37,982;2978;1174849;90414;0,222;3,96E+11;3325;30035769;0,1574;1,1414;0,8754;1.816,50;83,3;14.893,75;43177.3967900803
2132;16/1/22;43243;37,479;2961;1162954;90864;0,221;3,97E+11;3332;30033389;0,1574;1,1414;0,8754;1.816,50;83,83;14.893,75;43113.8801137778
2133;17/1/22;49681;39,205;4121;1198719;92056;0,223;3,88E+11;3256;30032281;0,1575;1,1407;0,8723;1.812,40;83,69;14.893,75;42250.5493732401
2134;18/1/22;44630;33,005;4152;1169526;91038;0,223;3,77E+11;3162;30033840;0,1574;1,1325;0,8724;1.812,40;84,83;14.506,90;42375.6328430686
2135;19/1/22;44660;32,21;5834;1223143;87191;0,222;3,72E+11;3118;30036158;0,1576;1,1341;0,8745;1.843,20;85,8;14.340,25;41744.3298424627
2136;20/1/22;49957;39,443;4968;1189829;80062;0,222;3,76E+11;3154;30028460;0,1577;1,131;0,8763;1.842,60;85,55;14.154,02;40680.4199136003
2137;21/1/22;49490;43,11;9893;1189898;88114;0,225;3,36E+11;2821;30028551;0,1577;1,134;0,8794;1.831,80;84,14;13.768,92;36457.3181001361
2138;22/1/22;45765;33,369;7626;1204638;86838;0,22;2,94E+11;2468;30033810;0,1577;1,134;0,8794;1.831,80;84,14;13.768,92;35030.2517675959
2139;23/1/22;40948;27,821;5231;1077884;81407;0,223;2,93E+11;2456;30036192;0,1577;1,134;0,8794;1.831,80;84,14;13.768,92;36276.8046943699
2140;24/1/22;46561;28,895;7097;1147109;87442;0,223;2,82E+11;2365;30037237;0,1579;1,1323;0,8776;1.841,70;82,41;13.855,13;36654.3291826876
2141;25/1/22;36814;28,593;4973;1177640;89303;0,223;2,89E+11;2422;30023848;0,1581;1,1299;0,878;1.852,50;84,37;13.539,30;36954.0020136276
2142;26/1/22;43053;30,545;6090;1146116;90534;0,224;3E+11;2515;30024161;0,1582;1,1237;0,8721;1.829,70;85,96;13.542,12;36852.122594586
2143;27/1/22;39414;32,674;5753;1133684;93639;0,222;2,89E+11;2424;30023956;0,1569;1,1143;0,8666;1.793,10;85,29;13.352,78;37138.2343159536
2144;28/1/22;39624;29,502;4844;1137559;86013;0,222;2,91E+11;2439;30020566;0,1572;1,1143;0,8675;1.785,80;85,43;13.770,57;37784.3332640665
2145;29/1/22;37396;25,826;3540;1147157;88540;0,223;3,06E+11;2563;30023827;0,1572;1,1143;0,8675;1.785,80;85,43;13.770,57;38138.1785657755
2146;30/1/22;41129;28,139;3491;1183850;90448;0,22;3,1E+11;2598;30023225;0,1572;1,1143;0,8675;1.785,80;85,43;13.770,57;37917.60273361
2147;31/1/22;40648;26,083;4710;1177109;86278;0,223;3,08E+11;2584;30022482;0,1572;1,1233;0,8686;1.796,00;86,49;14.239,88;38483.126309273
2148;1/2/22;38964;35,938;4680;1172918;90126;0,222;3,29E+11;2754;30025675;0,1572;1,1269;0,8715;1.800,80;86,46;14.346,00;38743.2725693698
2149;2/2/22;39743;35,575;3778;1152665;93113;0,223;3,27E+11;2737;30022588;0,1572;1,1303;0,8736;1.809,50;86,69;14.417,55;36952.9849327595
2150;3/2/22;37948;28,657;5994;1111000;88551;0,224;3,16E+11;2642;30022977;0,1572;1,1438;0,8696;1.803,20;88,45;13.878,82;37154.6002446074
2151;4/2/22;47796;26,012;5044;1168994;85039;0,22;3,38E+11;2832;30024788;0,1572;1,1446;0,8678;1.806,80;90,33;14.098,01;41500.8753823114
2152;5/2/22;40765;33,246;3119;1235023;83069;0,225;3,6E+11;3013;30026504;0,1572;1,1446;0,8678;1.806,80;90,33;14.098,01;41441.1648206042
2153;6/2/22;34877;19,29;2276;1173884;80012;0,22;3,59E+11;3008;30028043;0,1572;1,1446;0,8678;1.806,80;90,33;14.098,01;42412.4342359174
2154;7/2/22;48998;30,492;5507;1163338;87905;0,223;3,7E+11;3096;30032084;0,1571;1,1442;0,8684;1.820,80;89,77;14.015,67;43840.2865761055
2155;8/2/22;52218;23,602;5066;1180780;85710;0,224;3,72E+11;3111;30030586;0,1571;1,1414;0,8654;1.826,80;87,9;14.194,45;44118.4462597284
2156;9/2/22;47141;24,779;4628;1205889;86954;0,222;3,77E+11;3156;30027940;0,1571;1,1422;0,8657;1.835,60;88,53;14.490,37;44338.7977574167
2157;10/2/22;42329;29,004;7554;1205676;90584;0,224;3,81E+11;3187;30028825;0,1573;1,1427;0,8618;1.836,40;88,56;14.185,64;43565.1121728445
2158;11/2/22;38233;19,588;5763;1183966;90688;0,221;3,65E+11;3054;30025943;0,1574;1,1349;0,8663;1.841,10;91,42;13.791,15;42407.9379380192
2159;12/2/22;40379;17,489;3247;1114648;84500;0,223;3,5E+11;2926;30037314;0,1574;1,1349;0,8663;1.841,10;91,42;13.791,15;42244.4699868886
2160;13/2/22;38850;15,054;2514;1115296;87651;0,223;3,48E+11;2912;30037552;0,1574;1,1349;0,8663;1.841,10;91,42;13.791,15;42197.5153405276
2161;14/2/22;37705;15,94;4075;1147522;88983;0,223;3,46E+11;2893;30035668;0,1573;1,1305;0,8654;1.868,30;93,5;13.790,92;42586.9196860901
2162;15/2/22;35337;19,895;4815;1192633;92114;0,221;3,67E+11;3070;30036808;0,1577;1,1356;0,8647;1.855,10;90,21;14.139,76;44575.2033341441
2163;16/2/22;45770;21,564;3624;1194693;95439;0,225;3,74E+11;3127;30040087;0,1577;1,1373;0,866;1.870,50;91,83;14.124,09;43961.8593882795
2164;17/2/22;45006;20,522;4482;1141997;99673;0,222;3,62E+11;3025;30035429;0,1578;1,136;0,87;1.901,00;90,04;13.716,72;40538.0128343685
2165;18/2/22;41294;21,886;3824;1252594;98791;0,224;3,42E+11;2861;30039239;0,1581;1,1321;0,8692;1.898,80;90,21;13.548,07;40030.9755990885
2166;19/2/22;46998;17,059;1989;1150162;101752;0,225;3,32E+11;2774;30044581;0,1581;1,1321;0,8692;1.898,80;90,21;13.548,07;40122.1547656975
2167;20/2/22;49753;14,826;2398;1343869;102349;0,221;3,18E+11;2657;30044046;0,1581;1,1321;0,8692;1.898,80;91,62;13.548,07;38431.3781154647
2168;21/2/22;43084;21,494;3926;1134349;119118;0,224;3,21E+11;2683;30039095;0,1578;1,131;0,8715;1.907,40;92,65;13.548,07;37075.2793533757
2169;22/2/22;44036;20,144;3284;1129213;100337;0,223;3,09E+11;2579;30040034;0,1581;1,1325;0,8689;1.906,40;91,91;13.381,52;38286.0270879696
2170;23/2/22;37830;23,104;3500;1147632;98862;0,222;3,19E+11;2669;30044001;0,1583;1,1309;0,8696;1.909,40;90,69;13.037,49;37296.5720003887
2171;24/2/22;34526;18,635;8130;1181182;95330;0,222;2,95E+11;2461;30040176;0,158;1,1191;0,8654;1.925,40;90,94;13.473,58;38332.6098307004
2172;25/2/22;34924;15,052;4978;1137898;98881;0,224;3,19E+11;2662;30041553;0,1583;1,1267;0,8651;1.887,60;89,89;13.694,62;39214.2206250425
2173;26/2/22;34090;13,016;2624;1167802;93370;0,223;3,34E+11;2790;30046888;0,1583;1,1267;0,8651;1.887,60;89,89;13.694,62;39105.1478155514
2174;27/2/22;36975;11,129;2667;1125065;90823;0,222;3,27E+11;2730;30040707;0,1583;1,1267;0,8651;1.887,60;89,89;13.694,62;37709.7837534329
2175;28/2/22;38798;18,102;4521;1108099;89612;0,224;3,23E+11;2700;30037347;0,1585;1,1219;0,8694;1.900,70;93,5;13.751,40;43193.2340330233
2176;1/3/22;34301;15,431;5434;1161564;90398;0,222;3,52E+11;2936;30047578;0,1584;1,1126;0,8702;1.943,80;100,21;13.532,46;44354.6375073612
2177;2/3/22;46161;14,001;4201;1191076;95787;0,225;3,56E+11;2968;30042355;0,1582;1,1121;0,8656;1.922,30;107,06;13.752,02;43924.1164380558
2178;3/3/22;31073;12,757;3909;1167187;95379;0,223;3,45E+11;2882;30040822;0,1582;1,1064;0,866;1.935,90;104,61;13.537,94;42451.7895866188
2179;4/3/22;33378;11,526;4416;1167450;86093;0,222;3,24E+11;2700;30038467;0,1582;1,0926;0,871;1.966,60;112,11;13.313,44;39137.6036387584
2180;5/3/22;32296;9,219;2363;1077981;79961;0,226;3,17E+11;2642;30040053;0,1582;1,0926;0,871;1.966,60;112,11;13.313,44;39400.5841380401
2181;6/3/22;28964;11,621;1682;1123245;81129;0,224;3,15E+11;2631;30036668;0,1582;1,0926;0,871;1.966,60;112,11;13.313,44;38419.9833773926
2182;7/3/22;40671;9,579;3675;1174568;85379;0,223;3,05E+11;2542;30039670;0,1582;1,0852;0,8669;1.995,90;115,8;12.830,96;38062.040205582
2183;8/3/22;35826;10,276;3660;1195626;87321;0,225;3,07E+11;2559;30040082;0,1582;1,0899;0,8644;2.043,30;119,65;12.795,55;38737.2684954927
2184;9/3/22;40325;9,184;3230;1178322;87458;0,221;3,24E+11;2706;30044147;0,1583;1,1075;0,863;1.988,20;105,05;13.255,55;41982.9263548072
2185;10/3/22;36259;7,527;3382;1229591;86477;0,222;3,14E+11;2615;30036211;0,1582;1,0983;0,861;2.000,40;102,99;13.129,96;39437.4597736288
2186;11/3/22;34919;7,615;2897;1119334;89831;0,227;3,1E+11;2583;30041352;0,1577;1,0909;0,8524;1.985,00;106,3;12.843,81;38794.9731374789
2187;12/3/22;30516;5,986;1391;1120627;85189;0,221;3,1E+11;2586;30043928;0,1577;1,0909;0,8524;1.985,00;106,3;12.843,81;38904.0133980303
2188;13/3/22;27491;8,735;1928;1041827;86475;0,228;3,09E+11;2574;30040545;0,1577;1,0909;0,8524;1.985,00;106,3;12.843,81;37849.6627995273
2189;14/3/22;35069;8,158;2707;1097913;88668;0,223;3,07E+11;2561;30041280;0,157;1,0939;0,846;1.960,80;101,18;12.581,22;39666.7558189777
2190;15/3/22;61499;8,422;5832;1190207;88738;0,225;3,08E+11;2571;30042956;0,1569;1,0951;0,8452;1.929,70;94,79;12.948,62;39338.7854920324
2191;16/3/22;38710;9,364;3826;1236011;88594;0,225;3,22E+11;2681;30048087;0,1574;1,1032;0,8421;1.909,20;93,59;13.436,55;41143.9280403474
2192;17/3/22;37160;17,105;4001;1174532;82967;0,224;3,34E+11;2782;30043155;0,1575;1,1089;0,8432;1.943,20;101,65;13.614,78;40951.3798755055
2193;18/3/22;39923;15,141;4510;1265944;83297;0,224;3,4E+11;2836;30042422;0,1572;1,1055;0,8389;1.929,30;103,09;13.893,84;41801.1544960935
2194;19/3/22;55979;8,434;4232;1127607;80792;0,223;3,52E+11;2935;30036670;0,1572;1,1055;0,8389;1.929,30;103,09;13.893,84;42190.6534617069
2195;20/3/22;59433;7,353;1877;1119066;87036;0,224;3,46E+11;2886;30039671;0,1572;1,1055;0,8389;1.929,30;103,09;13.893,84;41247.8234468342
2196;21/3/22;68662;8,785;3982;1162615;86138;0,225;3,47E+11;2894;30037015;0,1573;1,1014;0,837;1.929,50;109,97;13.838,46;41077.9979918038
2197;22/3/22;136628;10,853;5189;1220571;87875;0,223;3,59E+11;2993;30043577;0,1571;1,1027;0,8279;1.921,50;109,27;14.108,82;42358.8084254084
2198;23/3/22;60366;10,224;3822;1164437;89310;0,224;3,57E+11;2971;30046954;0,1569;1,1004;0,8254;1.937,30;111,99;13.922,60;42892.9574822428
2199;24/3/22;52420;13,852;5093;1151969;86000;0,224;3,68E+11;3064;30041918;0,157;1,0996;0,8173;1.962,20;109,43;14.191,84;43960.933058954
2200;25/3/22;58454;13,169;5473;1146766;85771;0,224;3,76E+11;3130;30040305;0,1571;1,0981;0,8192;1.954,20;111,06;14.169,30;44348.7309048344
2201;26/3/22;48921;9,324;1868;1123878;80067;0,225;3,75E+11;3121;30038434;0,1571;1,0981;0,8192;1.954,20;111,06;14.169,30;44500.8284155129
2202;27/3/22;53188;17,429;2432;1122675;82096;0,225;3,81E+11;3169;30039531;0,1571;1,0981;0,8192;1.954,20;111,06;14.169,30;46820.4934636771
2203;28/3/22;47041;26,085;5204;1218023;83028;0,223;4,02E+11;3347;30037429;0,1569;1,0978;0,8069;1.939,80;103,42;14.354,90;47128.0051622503
2204;29/3/22;82920;14,265;6258;1199899;82976;0,223;4,1E+11;3409;30034963;0,157;1,1085;0,8138;1.912,20;102,05;14.619,64;47465.7298877113
2205;30/3/22;68828;15,966;5957;1152200;83748;0,225;4,07E+11;3390;30039271;0,1575;1,1156;0,8208;1.936,10;105,68;14.442,27;47062.6641669272
2206;31/3/22;50155;15,534;5647;1167121;85720;0,225;4,04E+11;3365;30039327;0,1577;1,1065;0,8216;1.951,10;98,52;14.220,52;45538.6769223388
2207;1/4/22;44681;19,426;5862;1159493;87026;0,224;4,02E+11;3343;30037698;0,1571;1,1053;0,8162;1.920,90;97,9;14.261,50;46281.6439814509
2208;2/4/22;40100;20,038;4323;1094668;89484;0,227;4,18E+11;3479;30038061;0,1571;1,1053;0,8162;1.920,90;97,9;14.261,50;45868.9491559204
2209;3/4/22;50399;19,565;2995;1060779;92115;0,224;4,19E+11;3488;30035266;0,1571;1,1053;0,8162;1.920,90;97,9;14.261,50;46453.5670763172
2210;4/4/22;49755;20,651;4042;1104780;91124;0,228;4,19E+11;3484;30036653;0,1571;1,097;0,8143;1.930,60;101,84;14.532,55;46622.6744137452
2211;5/4/22;49055;43,415;4757;1087129;89603;0,224;4,2E+11;3491;30038449;0,1571;1,0903;0,8089;1.924,10;100,68;14.204,17;45555.9934041971
2212;6/4/22;37436;17,792;5457;1127174;94644;0,224;3,96E+11;3293;30035585;0,1572;1,0893;0,8077;1.919,70;95,41;13.888,82;43206.7376725735
2213;7/4/22;48947;20,769;5154;1127793;102101;0,224;3,87E+11;3214;30044706;0,1571;1,0878;0,8068;1.934,70;95,51;13.897,30;43503.8491661365
2214;8/4/22;44458;16,943;4101;1104419;100610;0,227;3,92E+11;3255;30038003;0,157;1,0876;0,8042;1.942,40;97,73;13.711,00;42287.6635116808
2215;9/4/22;62837;11,12;2530;1085156;92205;0,224;3,87E+11;3220;30032540;0,157;1,0876;0,8042;1.942,40;97,73;13.711,00;42782.1353172936
2216;10/4/22;48246;12,994;2068;1104239;97367;0,225;3,92E+11;3258;30035048;0,157;1,0876;0,8042;1.942,40;97,73;13.711,00;42207.670963734
2217;11/4/22;41065;13,526;6206;1113264;93680;0,223;3,72E+11;3088;30040882;0,1569;1,0883;0,7975;1.945,10;93,92;13.411,96;39521.9013265663
2218;12/4/22;42900;13,316;3518;1112524;92833;0,223;3,63E+11;3013;30036244;0,1571;1,0826;0,7976;1.973,20;100,15;13.371,57;40127.1820849288
2219;13/4/22;53138;13,928;3676;1067983;92827;0,228;3,69E+11;3065;30031034;0,157;1,0885;0,7957;1.981,90;103,79;13.643,59;41166.7318122462
2220;14/4/22;62544;14,154;3482;1117285;92980;0,225;3,7E+11;3070;30043878;0,1568;1,0827;0,7943;1.972,20;106,38;13.351,08;39935.5169992135
2221;15/4/22;55420;11,378;3723;1110994;88832;0,224;3,65E+11;3028;30031028;0,1569;1,0806;0,7913;1.972,20;106,38;13.351,08;40553.4632718884
2222;16/4/22;39280;10,83;3251;1059286;87808;0,225;3,66E+11;3040;30038586;0,1569;1,0806;0,7913;1.972,20;106,38;13.351,08;40424.4832933225
2223;17/4/22;44452;8,788;2954;1043251;91637;0,224;3,67E+11;3049;30033753;0,1569;1,0806;0,7913;1.972,20;106,38;13.351,08;39716.9542258357
2224;18/4/22;50083;10,448;3902;1103439;92883;0,227;3,57E+11;2960;30023574;0,157;1,078;0,7873;1.983,60;107,61;13.332,36;40826.2143856021
2225;19/4/22;48479;11,099;4138;1214496;92499;0,225;3,7E+11;3073;30012994;0,1564;1,0786;0,7756;1.956,30;102,05;13.619,66;41502.7504194207
2226;20/4/22;85941;18,646;6235;1241534;97649;0,224;3,73E+11;3093;30012452;0,1558;1,085;0,7819;1.952,90;102,19;13.453,07;41374.3782012031
2227;21/4/22;127737;17,179;4121;1119925;91286;0,229;3,72E+11;3087;30010429;0,155;1,0836;0,7788;1.945,40;102,96;13.174,65;40527.3640835385
2228;22/4/22;102203;15,01;4117;1144822;94384;0,225;3,6E+11;2987;30007988;0,1538;1,0794;0,7777;1.931,60;101,05;12.839,29;39740.3198538771
2229;23/4/22;54883;9,697;1880;1051478;90137;0,226;3,57E+11;2960;30007603;0,1538;1,0794;0,7777;1.931,60;101,05;12.839,29;39486.7287113245
2230;24/4/22;46540;9,649;2023;1071778;95809;0,226;3,55E+11;2946;30006776;0,1538;1,0794;0,7777;1.931,60;101,05;12.839,29;39469.293555834
2231;25/4/22;60010;14,086;5291;1149227;95000;0,227;3,49E+11;2893;30004532;0,1524;1,0711;0,7803;1.893,30;97,67;13.004,85;40458.3089645522
2232;26/4/22;37255;12,654;4422;1125250;89905;0,228;3,55E+11;2942;30005839;0,1525;1,0636;0,7859;1.901,50;100,41;12.490,74;38117.4625078349
2233;27/4/22;37767;13,427;3793;1161504;97534;0,226;3,45E+11;2865;30002471;0,1524;1,0555;0,7785;1.885,80;100,68;12.488,93;39241.1227507635
2234;28/4/22;40665;13,749;4456;1155514;90735;0,227;3,52E+11;2916;30003647;0,1509;1,0494;0,7641;1.891,30;103,47;12.871,53;39773.8283675659
2235;29/4/22;43257;13,108;6244;1168081;88751;0,226;3,46E+11;2873;30004213;0,1513;1,0541;0,7701;1.911,70;102,94;12.334,64;38609.8231933379
2236;30/4/22;33650;11,451;2612;1211671;85276;0,227;3,39E+11;2813;30004397;0,1513;1,0541;0,7701;1.911,70;102,94;12.334,64;37714.875545299
2237;1/5/22;47350;196,683;4060;1154787;87744;0,226;3,35E+11;2778;30002888;0,1513;1,0541;0,7701;1.911,70;102,94;12.334,64;38469.0939025425
2238;2/5/22;35474;17,599;6239;1112065;86346;0,226;3,42E+11;2834;30000873;0,1513;1,0504;0,7682;1.863,60;103,42;12.536,02;38529.3278008977
2239;3/5/22;34845;16,274;6922;1077506;90305;0,227;3,41E+11;2824;29999070;0,1513;1,052;0,7685;1.870,60;100,9;12.563,76;37750.4539152995
2240;4/5/22;36422;13,06;4875;1102254;90235;0,23;3,44E+11;2852;29999391;0,1513;1,0621;0,7746;1.868,80;106,22;12.964,86;39698.3706196742
2241;5/5/22;40049;15,624;4644;1187804;92949;0,229;3,45E+11;2862;30005354;0,1502;1,054;0,7683;1.875,70;106,74;12.317,69;36575.142132703
2242;6/5/22;36081;13,174;4805;1116562;92361;0,228;3,27E+11;2712;30001154;0,15;1,0551;0,7658;1.882,80;108,33;12.144,66;36040.9223501524
2243;7/5/22;41122;8,388;2867;1051489;83277;0,23;3,23E+11;2677;30000595;0,15;1,0551;0,7658;1.882,80;108,33;12.144,66;35501.9541442019
2244;8/5/22;42160;6,604;3269;1087198;79985;0,227;3,08E+11;2555;30002814;0,15;1,0551;0,7658;1.882,80;108,33;12.144,66;34059.2642505879
2245;9/5/22;31691;13,103;7884;1158340;91599;0,232;2,89E+11;2398;30000353;0,1485;1,0555;0,7676;1.858,60;101,77;11.623,25;30296.9534000531
2246;10/5/22;26356;11,962;7109;1202934;98301;0,232;2,85E+11;2358;30000637;0,1485;1,0527;0,7665;1.841,00;98,45;11.737,67;31022.9054122253
2247;11/5/22;28852;27,287;9966;1210708;99989;0,227;2,76E+11;2282;30000432;0,1487;1,0511;0,7693;1.853,70;104,03;11.364,24;28936.3550311122
2248;12/5/22;30111;31,197;12170;1327755;98964;0,233;2,36E+11;1958;30002373;0,1473;1,0379;0,7791;1.824,60;104,4;11.370,96;29047.7510038538
2249;13/5/22;26368;12,087;7088;1342405;88511;0,226;2,5E+11;2073;30001696;0,1473;1,0411;0,7739;1.808,20;108,63;11.805,00;29283.103811543
2250;14/5/22;25734;6,975;2561;1139785;86964;0,231;2,44E+11;2018;30002670;0,1473;1,0411;0,7739;1.808,20;108,63;11.805,00;30101.2664459848
2251;15/5/22;30245;5,015;2311;1089441;88217;0,229;2,49E+11;2065;30000755;0,1473;1,0411;0,7739;1.808,20;108,63;11.805,00;31305.1125686764
2252;16/5/22;33501;4,979;6740;1124352;90246;0,229;2,47E+11;2041;30002598;0,1473;1,0431;0,7741;1.814,00;111,82;11.662,79;29862.9182412919
2253;17/5/22;30668;6,647;3435;1135718;103813;0,229;2,5E+11;2068;30000817;0,1483;1,0547;0,7727;1.818,90;109,63;11.984,52;30425.857276796
2254;18/5/22;31279;5,009;3825;1177913;89802;0,231;2,43E+11;2011;30004795;0,148;1,0466;0,7798;1.815,90;107,04;11.418,15;28720.2713997454
2255;19/5/22;27817;5,124;3988;1093367;93538;0,236;2,38E+11;1970;30001670;0,1489;1,0586;0,7824;1.841,20;109,89;11.388,50;30314.3349534984
2256;20/5/22;29501;5,481;4743;1112811;93262;0,234;2,42E+11;2001;30001050;0,1494;1,056;0,782;1.842,10;110,28;11.354,62;29200.7400877833
2257;21/5/22;34864;4,263;1666;1094539;98303;0,234;2,38E+11;1971;29999586;0,1494;1,056;0,782;1.842,10;110,28;11.354,62;29432.2259634811
2258;22/5/22;26526;4,524;2061;1055644;100975;0,235;2,42E+11;2003;29999485;0,1494;1,056;0,782;1.842,10;110,28;11.354,62;30323.7218952694
2259;23/5/22;39780;5,18;4235;1085863;94582;0,232;2,47E+11;2041;29997786;0,1503;1,0689;0,7819;1.847,80;107,54;11.535,27;29098.909745734
2260;24/5/22;34536;5,397;2899;1100715;98535;0,237;2,38E+11;1970;29997610;0,1503;1,0734;0,7885;1.865,40;107,2;11.264,45;29655.58613284
2261;25/5/22;38351;6,418;2029;1094639;102835;0,234;2,39E+11;1973;29996073;0,1494;1,068;0,7853;1.846,30;107,75;11.434,74;29562.3612655464
2262;26/5/22;26746;8,36;5744;1071180;112811;0,236;2,27E+11;1874;29997359;0,1484;1,0724;0,7863;1.847,60;111,25;11.740,65;29267.2246712304
2263;27/5/22;29729;6,98;5061;1093469;99428;0,232;2,13E+11;1763;29996377;0,1493;1,0727;0,7865;1.854,00;112,23;12.131,13;28627.5748531586
2264;28/5/22;27089;3,683;1761;1069802;96247;0,234;2,14E+11;1771;29999373;0,1493;1,0727;0,7865;1.854,00;112,23;12.131,13;29023.4880392653
2265;29/5/22;27095;3,772;1653;1065407;112140;0,234;2,17E+11;1793;29998745;0,1493;1,0727;0,7865;1.854,00;115,61;12.131,13;29445.9576239208
2266;30/5/22;31362;6,167;3338;1070320;102688;0,236;2,3E+11;1904;30000158;0,1501;1,0777;0,7838;1.848,40;117,61;12.131,13;31726.3906858653
2267;31/5/22;25690;8,993;3749;1149142;108154;0,234;2,38E+11;1969;29998457;0,1499;1,0733;0,7769;1.845,20;111,91;12.081,39;31792.3099432754
2268;1/6/22;25413;9,631;3876;1091283;125888;0,235;2,3E+11;1900;29999281;0,1495;1,0646;0,7685;1.845,80;112,72;11.994,46;29799.0797135195
2269;2/6/22;25073;10,015;3752;1092304;127468;0,234;2,2E+11;1822;29998744;0,1501;1,0745;0,7701;1.868,40;114,3;12.316,90;30467.4877414342
2270;3/6/22;27140;10,008;2613;1067485;115369;0,235;2,16E+11;1789;29999289;0,1501;1,0718;0,7641;1.847,30;116,23;12.012,73;29704.3913570693
2271;4/6/22;23792;9,405;1305;1028802;108277;0,244;2,15E+11;1773;29999164;0,1501;1,0718;0,7641;1.847,30;116,23;12.012,73;29832.9142253244
2272;5/6/22;25505;9,315;1420;1007109;109393;0,242;2,18E+11;1800;29999583;0,1501;1,0718;0,7641;1.847,30;116,23;12.012,73;29906.6617477915
2273;6/6/22;25837;8,974;2764;1044319;107199;0,249;2,27E+11;1876;29997647;0,1503;1,0694;0,7582;1.840,80;116,06;12.061,37;31370.6719476925
2274;7/6/22;27219;9,434;3520;1050984;110406;0,242;2,15E+11;1780;29997406;0,1499;1,0699;0,7541;1.849,20;117,1;12.175,23;31155.4787018498
2275;8/6/22;37070;11,689;2429;1042749;112452;0,245;2,19E+11;1804;29998597;0,1496;1,0714;0,7448;1.853,60;119,78;12.086,27;30214.356242025
2276;9/6/22;35385;11,494;2458;1022462;100858;0,248;2,18E+11;1799;29998599;0,1494;1,0614;0,7443;1.850,10;119,09;11.754,23;30111.9979224235
2277;10/6/22;31272;8,774;4452;1079448;92869;0,244;2,11E+11;1744;29998059;0,149;1,0515;0,7438;1.872,70;118,12;11.340,02;29083.8047209541
2278;11/6/22;31363;5,773;5192;1031618;92584;0,245;1,94E+11;1599;29999402;0,149;1,0515;0,7438;1.872,70;118,12;11.340,02;28360.811358542
2279;12/6/22;27991;4,95;3815;1021635;95441;0,247;1,8E+11;1482;29999711;0,149;1,0515;0,7438;1.872,70;118,12;11.340,02;26762.6490379039
2280;13/6/22;41085;10,109;8831;1109435;99746;0,247;1,54E+11;1273;30001927;0,148;1,0408;0,7439;1.829,20;118,25;10.809,23;22487.3879258459
2281;14/6/22;35028;6,551;6172;1086757;98804;0,251;1,45E+11;1195;30002283;0,1483;1,0414;0,7381;1.810,50;116,26;10.828,34;22206.7927900583
2282;15/6/22;31277;6,749;5344;1097000;96505;0,25;1,38E+11;1138;30000062;0,1489;1,0443;0,7472;1.816,30;113,09;11.099,16;22572.8398231902
2283;16/6/22;26024;4,184;4044;1100312;87082;0,247;1,39E+11;1146;30001241;0,1492;1,0547;0,7563;1.846,60;115,25;10.646,10;20381.6512129024
2284;17/6/22;28047;3,862;3411;1110579;85006;0,245;1,32E+11;1088;29998697;0,1489;1,0498;0,7408;1.836,50;107,99;10.798,35;20471.4818924914
2285;18/6/22;39550;4,805;3741;1058336;86949;0,248;1,22E+11;1009;30001814;0,1489;1,0498;0,7408;1.836,50;107,99;10.798,35;19017.6423550215
2286;19/6/22;29369;3,011;2534;1018674;85306;0,252;1,25E+11;1028;29999820;0,1489;1,0498;0,7408;1.836,50;108,94;10.798,35;20553.2718217472
2287;20/6/22;29523;2,965;2892;1042422;84636;0,245;1,34E+11;1106;30000969;0,1494;1,0509;0,7401;1.838,80;108,84;10.798,35;20599.5379647956
2288;21/6/22;23561;4,041;2649;1012862;89999;0,263;1,39E+11;1145;30001901;0,1495;1,0525;0,7319;1.835,40;109,52;11.069,30;20710.597101739
